subject,model,p,v,rel,bin
abstract_algebra,codellama_codellama_34b_instruct,0.26,0.1943434343434342,1.0101010101010093,0.1-0.3
abstract_algebra,codellama_codellama_34b_instruct,0.28,0.20363636363636334,1.0101010101010086,0.1-0.3
abstract_algebra,codellama_codellama_34b_instruct,0.31,0.21606060606060593,1.0101010101010095,0.3-0.5
abstract_algebra,codellama_codellama_34b_instruct,0.25,0.1893939393939394,1.0101010101010102,0.1-0.3
abstract_algebra,codellama_codellama_34b_instruct,0.26,0.1943434343434342,1.0101010101010093,0.1-0.3
abstract_algebra,codellama_codellama_34b_instruct,0.29,0.20797979797979768,1.0101010101010088,0.1-0.3
abstract_algebra,codellama_codellama_34b_instruct,0.25,0.1893939393939394,1.0101010101010102,0.1-0.3
abstract_algebra,codellama_codellama_34b_instruct,0.27,0.19909090909090937,1.0101010101010115,0.1-0.3
abstract_algebra,codellama_codellama_34b_instruct,0.29,0.20797979797979774,1.010101010101009,0.1-0.3
abstract_algebra,codellama_codellama_34b_instruct,0.28,0.20363636363636342,1.010101010101009,0.1-0.3
abstract_algebra,codellama_codellama_34b_instruct,0.28,0.2036363636363635,1.0101010101010095,0.1-0.3
abstract_algebra,codellama_codellama_34b_instruct,0.29,0.20797979797979774,1.010101010101009,0.1-0.3
abstract_algebra,codellama_codellama_34b_instruct,0.27,0.19909090909090943,1.0101010101010117,0.1-0.3
abstract_algebra,codellama_codellama_34b_instruct,0.27,0.19909090909090943,1.0101010101010117,0.1-0.3
abstract_algebra,codellama_codellama_34b_instruct,0.3,0.212121212121212,1.0101010101010095,0.1-0.3
abstract_algebra,codellama_codellama_34b_instruct,0.26,0.1943434343434343,1.0101010101010097,0.1-0.3
abstract_algebra,codellama_codellama_34b_instruct,0.27,0.19909090909090946,1.010101010101012,0.1-0.3
abstract_algebra,codellama_codellama_34b_instruct,0.26,0.1943434343434343,1.0101010101010097,0.1-0.3
abstract_algebra,codellama_codellama_34b_instruct,0.27,0.19909090909090946,1.010101010101012,0.1-0.3
abstract_algebra,codellama_codellama_34b_instruct,0.27,0.19909090909090946,1.010101010101012,0.1-0.3
abstract_algebra,codellama_codellama_34b_instruct,0.26,0.1943434343434343,1.0101010101010097,0.1-0.3
abstract_algebra,codellama_codellama_34b_instruct,0.26,0.1943434343434343,1.0101010101010097,0.1-0.3
abstract_algebra,codellama_codellama_34b_instruct,0.27,0.19909090909090943,1.0101010101010117,0.1-0.3
abstract_algebra,codellama_codellama_34b_instruct,0.26,0.1943434343434343,1.0101010101010097,0.1-0.3
abstract_algebra,codellama_codellama_34b_instruct,0.26,0.1943434343434343,1.0101010101010097,0.1-0.3
abstract_algebra,codellama_codellama_34b_instruct,0.26,0.1943434343434343,1.0101010101010097,0.1-0.3
abstract_algebra,codellama_codellama_34b_instruct,0.26,0.1943434343434343,1.0101010101010097,0.1-0.3
abstract_algebra,codellama_codellama_34b_instruct,0.32,0.2197979797979794,1.0101010101010084,0.3-0.5
abstract_algebra,codellama_codellama_34b_instruct,0.29,0.20797979797979768,1.0101010101010088,0.1-0.3
abstract_algebra,codellama_codellama_34b_instruct,0.27,0.19909090909090946,1.010101010101012,0.1-0.3
abstract_algebra,codellama_codellama_34b_instruct,0.26,0.1943434343434343,1.0101010101010097,0.1-0.3
abstract_algebra,codellama_codellama_34b_instruct,0.28,0.20363636363636345,1.010101010101009,0.1-0.3
abstract_algebra,codellama_codellama_34b_instruct,0.28,0.20363636363636345,1.010101010101009,0.1-0.3
abstract_algebra,codellama_codellama_34b_instruct,0.26,0.1943434343434342,1.0101010101010093,0.1-0.3
abstract_algebra,codellama_codellama_34b_instruct,0.31,0.21606060606060593,1.0101010101010095,0.3-0.5
abstract_algebra,codellama_codellama_34b_instruct,0.27,0.19909090909090937,1.0101010101010115,0.1-0.3
abstract_algebra,codellama_codellama_34b_instruct,0.27,0.19909090909090937,1.0101010101010115,0.1-0.3
abstract_algebra,codellama_codellama_34b_instruct,0.28,0.20363636363636345,1.010101010101009,0.1-0.3
abstract_algebra,codellama_codellama_34b_instruct,0.31,0.21606060606060593,1.0101010101010095,0.3-0.5
abstract_algebra,codellama_codellama_34b_instruct,0.27,0.19909090909090943,1.0101010101010117,0.1-0.3
abstract_algebra,codellama_codellama_34b_instruct,0.25,0.1893939393939394,1.0101010101010102,0.1-0.3
abstract_algebra,codellama_codellama_34b_instruct,0.27,0.19909090909090943,1.0101010101010117,0.1-0.3
abstract_algebra,codellama_codellama_34b_instruct,0.26,0.1943434343434343,1.0101010101010097,0.1-0.3
abstract_algebra,codellama_codellama_34b_instruct,0.27,0.19909090909090943,1.0101010101010117,0.1-0.3
abstract_algebra,codellama_codellama_34b_instruct,0.25,0.1893939393939394,1.0101010101010102,0.1-0.3
abstract_algebra,codellama_codellama_34b_instruct,0.3,0.21212121212121193,1.0101010101010093,0.1-0.3
abstract_algebra,codellama_codellama_34b_instruct,0.26,0.19434343434343426,1.0101010101010095,0.1-0.3
abstract_algebra,codellama_codellama_34b_instruct,0.27,0.19909090909090937,1.0101010101010115,0.1-0.3
abstract_algebra,codellama_codellama_34b_instruct,0.25,0.1893939393939394,1.0101010101010102,0.1-0.3
abstract_algebra,codellama_codellama_34b_instruct,0.26,0.1943434343434343,1.0101010101010097,0.1-0.3
abstract_algebra,codellama_codellama_34b_instruct,0.25,0.1893939393939394,1.0101010101010102,0.1-0.3
abstract_algebra,codellama_codellama_34b_instruct,0.25,0.1893939393939394,1.0101010101010102,0.1-0.3
abstract_algebra,codellama_codellama_34b_instruct,0.25,0.1893939393939394,1.0101010101010102,0.1-0.3
abstract_algebra,codellama_codellama_34b_instruct,0.27,0.19909090909090937,1.0101010101010115,0.1-0.3
abstract_algebra,codellama_codellama_34b_instruct,0.32,0.2197979797979794,1.0101010101010084,0.3-0.5
abstract_algebra,codellama_codellama_34b_instruct,0.31,0.21606060606060593,1.0101010101010095,0.3-0.5
abstract_algebra,codellama_codellama_34b_instruct,0.3,0.21212121212121193,1.0101010101010093,0.1-0.3
abstract_algebra,codellama_codellama_34b_instruct,0.32,0.21979797979797946,1.0101010101010086,0.3-0.5
abstract_algebra,codellama_codellama_34b_instruct,0.31,0.21606060606060593,1.0101010101010095,0.3-0.5
abstract_algebra,codellama_codellama_34b_instruct,0.3,0.21212121212121193,1.0101010101010093,0.1-0.3
abstract_algebra,codellama_codellama_34b_instruct,0.31,0.21606060606060593,1.0101010101010095,0.3-0.5
abstract_algebra,codellama_codellama_34b_instruct,0.3,0.21212121212121193,1.0101010101010093,0.1-0.3
abstract_algebra,codellama_codellama_34b_instruct,0.31,0.21606060606060593,1.0101010101010095,0.3-0.5
abstract_algebra,codellama_codellama_34b_instruct,0.31,0.21606060606060593,1.0101010101010095,0.3-0.5
abstract_algebra,codellama_codellama_34b_instruct,0.27,0.19909090909090943,1.0101010101010117,0.1-0.3
abstract_algebra,codellama_codellama_34b_instruct,0.27,0.19909090909090937,1.0101010101010115,0.1-0.3
abstract_algebra,codellama_codellama_34b_instruct,0.25,0.1893939393939394,1.0101010101010102,0.1-0.3
abstract_algebra,codellama_codellama_34b_instruct,0.3,0.21212121212121193,1.0101010101010093,0.1-0.3
abstract_algebra,codellama_codellama_34b_instruct,0.3,0.21212121212121193,1.0101010101010093,0.1-0.3
abstract_algebra,codellama_codellama_34b_instruct,0.28,0.20363636363636342,1.010101010101009,0.1-0.3
abstract_algebra,codellama_codellama_34b_instruct,0.27,0.19909090909090937,1.0101010101010115,0.1-0.3
abstract_algebra,codellama_codellama_34b_instruct,0.28,0.20363636363636345,1.010101010101009,0.1-0.3
abstract_algebra,codellama_codellama_34b_instruct,0.26,0.1943434343434343,1.0101010101010097,0.1-0.3
abstract_algebra,codellama_codellama_34b_instruct,0.26,0.1943434343434343,1.0101010101010097,0.1-0.3
abstract_algebra,google_flan_t5_xl,0.18,0.14909090909090958,1.0101010101010133,0.1-0.3
abstract_algebra,google_flan_t5_xl,0.23,0.17888888888888876,1.0101010101010093,0.1-0.3
abstract_algebra,google_flan_t5_xl,0.17,0.14252525252525267,1.010101010101011,0.1-0.3
abstract_algebra,google_flan_t5_xl,0.24,0.18424242424242468,1.0101010101010124,0.1-0.3
abstract_algebra,google_flan_t5_xl,0.21,0.16757575757575777,1.0101010101010113,0.1-0.3
abstract_algebra,google_flan_t5_xl,0.16,0.13575757575757608,1.0101010101010126,0.1-0.3
abstract_algebra,google_flan_t5_xl,0.18,0.14909090909090947,1.0101010101010126,0.1-0.3
abstract_algebra,google_flan_t5_xl,0.21,0.16757575757575777,1.0101010101010113,0.1-0.3
abstract_algebra,google_flan_t5_xl,0.21,0.16757575757575777,1.0101010101010113,0.1-0.3
abstract_algebra,google_flan_t5_xl,0.23,0.17888888888888876,1.0101010101010093,0.1-0.3
abstract_algebra,google_flan_t5_xl,0.18,0.14909090909090958,1.0101010101010133,0.1-0.3
abstract_algebra,google_flan_t5_xl,0.22,0.17333333333333376,1.0101010101010126,0.1-0.3
abstract_algebra,google_flan_t5_xl,0.27,0.19909090909090943,1.0101010101010117,0.1-0.3
abstract_algebra,google_flan_t5_xl,0.18,0.14909090909090947,1.0101010101010126,0.1-0.3
abstract_algebra,google_flan_t5_xl,0.28,0.2036363636363633,1.0101010101010084,0.1-0.3
abstract_algebra,google_flan_t5_xl,0.21,0.16757575757575777,1.0101010101010113,0.1-0.3
abstract_algebra,google_flan_t5_xl,0.18,0.14909090909090955,1.010101010101013,0.1-0.3
abstract_algebra,google_flan_t5_xl,0.21,0.16757575757575777,1.0101010101010113,0.1-0.3
abstract_algebra,google_flan_t5_xl,0.23,0.1788888888888887,1.010101010101009,0.1-0.3
abstract_algebra,google_flan_t5_xl,0.17,0.14252525252525267,1.010101010101011,0.1-0.3
abstract_algebra,google_flan_t5_xl,0.16,0.13575757575757608,1.0101010101010126,0.1-0.3
abstract_algebra,google_flan_t5_xl,0.19,0.15545454545454512,1.010101010101008,0.1-0.3
abstract_algebra,google_flan_t5_xl,0.29,0.20797979797979768,1.0101010101010088,0.1-0.3
abstract_algebra,google_flan_t5_xl,0.18,0.14909090909090958,1.0101010101010133,0.1-0.3
abstract_algebra,google_flan_t5_xl,0.15,0.12878787878787917,1.010101010101013,0.1-0.3
abstract_algebra,google_flan_t5_xl,0.15,0.12878787878787917,1.010101010101013,0.1-0.3
abstract_algebra,google_flan_t5_xl,0.21,0.16757575757575777,1.0101010101010113,0.1-0.3
abstract_algebra,google_flan_t5_xl,0.28,0.20363636363636334,1.0101010101010086,0.1-0.3
abstract_algebra,google_flan_t5_xl,0.24,0.18424242424242465,1.0101010101010124,0.1-0.3
abstract_algebra,google_flan_t5_xl,0.26,0.1943434343434342,1.0101010101010093,0.1-0.3
abstract_algebra,google_flan_t5_xl,0.24,0.18424242424242468,1.0101010101010124,0.1-0.3
abstract_algebra,google_flan_t5_xl,0.21,0.16757575757575777,1.0101010101010113,0.1-0.3
abstract_algebra,google_flan_t5_xl,0.19,0.15545454545454512,1.010101010101008,0.1-0.3
abstract_algebra,google_flan_t5_xl,0.27,0.19909090909090943,1.0101010101010117,0.1-0.3
abstract_algebra,google_flan_t5_xl,0.18,0.14909090909090958,1.0101010101010133,0.1-0.3
abstract_algebra,google_flan_t5_xl,0.22,0.17333333333333376,1.0101010101010126,0.1-0.3
abstract_algebra,google_flan_t5_xl,0.21,0.16757575757575777,1.0101010101010113,0.1-0.3
abstract_algebra,google_flan_t5_xl,0.23,0.1788888888888887,1.010101010101009,0.1-0.3
abstract_algebra,google_flan_t5_xl,0.23,0.1788888888888887,1.010101010101009,0.1-0.3
abstract_algebra,google_flan_t5_xl,0.23,0.1788888888888887,1.010101010101009,0.1-0.3
abstract_algebra,google_flan_t5_xl,0.27,0.19909090909090943,1.0101010101010117,0.1-0.3
abstract_algebra,google_flan_t5_xl,0.26,0.19434343434343415,1.010101010101009,0.1-0.3
abstract_algebra,google_flan_t5_xl,0.25,0.1893939393939394,1.0101010101010102,0.1-0.3
abstract_algebra,google_flan_t5_xl,0.26,0.19434343434343415,1.010101010101009,0.1-0.3
abstract_algebra,google_flan_t5_xl,0.17,0.14252525252525267,1.010101010101011,0.1-0.3
abstract_algebra,google_flan_t5_xl,0.18,0.14909090909090958,1.0101010101010133,0.1-0.3
abstract_algebra,google_flan_t5_xl,0.25,0.1893939393939394,1.0101010101010102,0.1-0.3
abstract_algebra,google_flan_t5_xl,0.17,0.14252525252525267,1.010101010101011,0.1-0.3
abstract_algebra,google_flan_t5_xl,0.24,0.18424242424242465,1.0101010101010124,0.1-0.3
abstract_algebra,google_flan_t5_xl,0.22,0.17333333333333376,1.0101010101010126,0.1-0.3
abstract_algebra,google_flan_t5_xl,0.18,0.14909090909090947,1.0101010101010126,0.1-0.3
abstract_algebra,google_flan_t5_xl,0.17,0.14252525252525264,1.0101010101010108,0.1-0.3
abstract_algebra,google_flan_t5_xl,0.22,0.1733333333333338,1.0101010101010128,0.1-0.3
abstract_algebra,google_flan_t5_xl,0.19,0.15545454545454523,1.0101010101010086,0.1-0.3
abstract_algebra,google_flan_t5_xl,0.27,0.19909090909090943,1.0101010101010117,0.1-0.3
abstract_algebra,google_flan_t5_xl,0.28,0.2036363636363633,1.0101010101010084,0.1-0.3
abstract_algebra,google_flan_t5_xl,0.28,0.20363636363636334,1.0101010101010086,0.1-0.3
abstract_algebra,google_flan_t5_xl,0.27,0.19909090909090943,1.0101010101010117,0.1-0.3
abstract_algebra,google_flan_t5_xl,0.27,0.19909090909090943,1.0101010101010117,0.1-0.3
abstract_algebra,google_flan_t5_xl,0.25,0.1893939393939394,1.0101010101010102,0.1-0.3
abstract_algebra,google_flan_t5_xl,0.18,0.14909090909090955,1.010101010101013,0.1-0.3
abstract_algebra,google_flan_t5_xl,0.16,0.1357575757575761,1.0101010101010128,0.1-0.3
abstract_algebra,google_flan_t5_xl,0.17,0.14252525252525264,1.0101010101010108,0.1-0.3
abstract_algebra,google_flan_t5_xl,0.21,0.16757575757575777,1.0101010101010113,0.1-0.3
abstract_algebra,google_flan_t5_xl,0.15,0.12878787878787917,1.010101010101013,0.1-0.3
abstract_algebra,google_flan_t5_xl,0.15,0.12878787878787917,1.010101010101013,0.1-0.3
abstract_algebra,google_flan_t5_xl,0.17,0.14252525252525267,1.010101010101011,0.1-0.3
abstract_algebra,google_flan_t5_xl,0.22,0.17333333333333376,1.0101010101010126,0.1-0.3
abstract_algebra,google_flan_t5_xl,0.23,0.17888888888888876,1.0101010101010093,0.1-0.3
abstract_algebra,google_flan_t5_xl,0.22,0.17333333333333376,1.0101010101010126,0.1-0.3
abstract_algebra,google_flan_t5_xl,0.22,0.17333333333333376,1.0101010101010126,0.1-0.3
abstract_algebra,google_flan_t5_xl,0.2,0.1616161616161612,1.0101010101010073,0.1-0.3
abstract_algebra,google_flan_t5_xl,0.24,0.18424242424242465,1.0101010101010124,0.1-0.3
abstract_algebra,google_flan_t5_xl,0.28,0.2036363636363633,1.0101010101010084,0.1-0.3
abstract_algebra,google_flan_t5_xl,0.21,0.16757575757575777,1.0101010101010113,0.1-0.3
abstract_algebra,google_flan_t5_xl,0.3,0.21212121212121193,1.0101010101010093,0.1-0.3
abstract_algebra,google_flan_t5_xl,0.2,0.1616161616161612,1.0101010101010073,0.1-0.3
abstract_algebra,google_flan_t5_xl,0.2,0.1616161616161612,1.0101010101010073,0.1-0.3
abstract_algebra,google_flan_t5_xl,0.21,0.16757575757575777,1.0101010101010113,0.1-0.3
abstract_algebra,google_flan_t5_xl,0.21,0.16757575757575777,1.0101010101010113,0.1-0.3
abstract_algebra,google_flan_t5_xl,0.26,0.1943434343434342,1.0101010101010093,0.1-0.3
abstract_algebra,google_flan_t5_xl,0.22,0.17333333333333373,1.0101010101010124,0.1-0.3
abstract_algebra,google_flan_t5_xl,0.21,0.16757575757575777,1.0101010101010113,0.1-0.3
abstract_algebra,google_flan_t5_xl,0.22,0.17333333333333376,1.0101010101010126,0.1-0.3
abstract_algebra,google_flan_t5_xl,0.18,0.14909090909090947,1.0101010101010126,0.1-0.3
abstract_algebra,google_flan_t5_xl,0.23,0.17888888888888876,1.0101010101010093,0.1-0.3
abstract_algebra,google_flan_t5_xl,0.26,0.1943434343434342,1.0101010101010093,0.1-0.3
abstract_algebra,google_flan_t5_xl,0.21,0.16757575757575777,1.0101010101010113,0.1-0.3
abstract_algebra,google_flan_t5_xl,0.22,0.17333333333333376,1.0101010101010126,0.1-0.3
abstract_algebra,google_flan_t5_xl,0.25,0.1893939393939394,1.0101010101010102,0.1-0.3
abstract_algebra,google_flan_t5_xl,0.23,0.17888888888888876,1.0101010101010093,0.1-0.3
abstract_algebra,google_flan_t5_xl,0.21,0.16757575757575777,1.0101010101010113,0.1-0.3
abstract_algebra,google_flan_t5_xl,0.22,0.17333333333333376,1.0101010101010126,0.1-0.3
abstract_algebra,google_flan_t5_xl,0.23,0.1788888888888888,1.0101010101010095,0.1-0.3
abstract_algebra,google_flan_t5_xl,0.25,0.1893939393939394,1.0101010101010102,0.1-0.3
abstract_algebra,google_flan_t5_xl,0.22,0.17333333333333376,1.0101010101010126,0.1-0.3
abstract_algebra,google_flan_t5_xl,0.2,0.16161616161616127,1.0101010101010077,0.1-0.3
abstract_algebra,google_flan_t5_xl,0.17,0.14252525252525264,1.0101010101010108,0.1-0.3
abstract_algebra,google_flan_t5_xl,0.23,0.17888888888888876,1.0101010101010093,0.1-0.3
abstract_algebra,google_flan_t5_xl,0.23,0.17888888888888876,1.0101010101010093,0.1-0.3
abstract_algebra,google_gemma_7b_it,0.27,0.19909090909090932,1.0101010101010113,0.1-0.3
abstract_algebra,google_gemma_7b_it,0.29,0.20797979797979776,1.0101010101010093,0.1-0.3
abstract_algebra,google_gemma_7b_it,0.31,0.21606060606060593,1.0101010101010095,0.3-0.5
abstract_algebra,google_gemma_7b_it,0.31,0.2160606060606059,1.0101010101010095,0.3-0.5
abstract_algebra,google_gemma_7b_it,0.3,0.21212121212121193,1.0101010101010093,0.1-0.3
abstract_algebra,google_gemma_7b_it,0.26,0.19434343434343426,1.0101010101010095,0.1-0.3
abstract_algebra,google_gemma_7b_it,0.24,0.1842424242424246,1.010101010101012,0.1-0.3
abstract_algebra,google_gemma_7b_it,0.23,0.1788888888888887,1.010101010101009,0.1-0.3
abstract_algebra,google_gemma_7b_it,0.29,0.20797979797979774,1.010101010101009,0.1-0.3
abstract_algebra,google_gemma_7b_it,0.29,0.2079797979797978,1.0101010101010093,0.1-0.3
abstract_algebra,google_gemma_7b_it,0.26,0.19434343434343437,1.0101010101010102,0.1-0.3
abstract_algebra,google_gemma_7b_it,0.28,0.20363636363636345,1.010101010101009,0.1-0.3
abstract_algebra,google_gemma_7b_it,0.26,0.1943434343434342,1.0101010101010093,0.1-0.3
abstract_algebra,google_gemma_7b_it,0.27,0.19909090909090935,1.0101010101010115,0.1-0.3
abstract_algebra,google_gemma_7b_it,0.27,0.19909090909090937,1.0101010101010115,0.1-0.3
abstract_algebra,google_gemma_7b_it,0.25,0.1893939393939394,1.0101010101010102,0.1-0.3
abstract_algebra,google_gemma_7b_it,0.26,0.19434343434343432,1.01010101010101,0.1-0.3
abstract_algebra,google_gemma_7b_it,0.26,0.1943434343434342,1.0101010101010093,0.1-0.3
abstract_algebra,google_gemma_7b_it,0.28,0.2036363636363635,1.0101010101010095,0.1-0.3
abstract_algebra,google_gemma_7b_it,0.23,0.1788888888888888,1.0101010101010095,0.1-0.3
abstract_algebra,google_gemma_7b_it,0.24,0.18424242424242468,1.0101010101010124,0.1-0.3
abstract_algebra,google_gemma_7b_it,0.26,0.1943434343434342,1.0101010101010093,0.1-0.3
abstract_algebra,google_gemma_7b_it,0.27,0.19909090909090935,1.0101010101010115,0.1-0.3
abstract_algebra,google_gemma_7b_it,0.22,0.1733333333333337,1.0101010101010122,0.1-0.3
abstract_algebra,google_gemma_7b_it,0.26,0.1943434343434343,1.0101010101010097,0.1-0.3
abstract_algebra,google_gemma_7b_it,0.26,0.1943434343434343,1.0101010101010097,0.1-0.3
abstract_algebra,google_gemma_7b_it,0.26,0.19434343434343437,1.0101010101010102,0.1-0.3
abstract_algebra,google_gemma_7b_it,0.27,0.19909090909090935,1.0101010101010115,0.1-0.3
abstract_algebra,google_gemma_7b_it,0.28,0.20363636363636356,1.0101010101010097,0.1-0.3
abstract_algebra,google_gemma_7b_it,0.24,0.1842424242424246,1.010101010101012,0.1-0.3
abstract_algebra,google_gemma_7b_it,0.26,0.19434343434343426,1.0101010101010095,0.1-0.3
abstract_algebra,google_gemma_7b_it,0.23,0.17888888888888868,1.0101010101010088,0.1-0.3
abstract_algebra,google_gemma_7b_it,0.27,0.19909090909090937,1.0101010101010115,0.1-0.3
abstract_algebra,google_gemma_7b_it,0.27,0.19909090909090935,1.0101010101010115,0.1-0.3
abstract_algebra,google_gemma_7b_it,0.25,0.1893939393939394,1.0101010101010102,0.1-0.3
abstract_algebra,google_gemma_7b_it,0.28,0.20363636363636362,1.01010101010101,0.1-0.3
abstract_algebra,google_gemma_7b_it,0.27,0.19909090909090943,1.0101010101010117,0.1-0.3
abstract_algebra,google_gemma_7b_it,0.28,0.20363636363636362,1.01010101010101,0.1-0.3
abstract_algebra,google_gemma_7b_it,0.26,0.19434343434343437,1.0101010101010102,0.1-0.3
abstract_algebra,google_gemma_7b_it,0.26,0.19434343434343437,1.0101010101010102,0.1-0.3
abstract_algebra,google_gemma_7b_it,0.24,0.18424242424242462,1.0101010101010122,0.1-0.3
abstract_algebra,google_gemma_7b_it,0.29,0.2079797979797978,1.0101010101010093,0.1-0.3
abstract_algebra,google_gemma_7b_it,0.3,0.21212121212121193,1.0101010101010093,0.1-0.3
abstract_algebra,google_gemma_7b_it,0.29,0.20797979797979785,1.0101010101010095,0.1-0.3
abstract_algebra,google_gemma_7b_it,0.28,0.20363636363636362,1.01010101010101,0.1-0.3
abstract_algebra,google_gemma_7b_it,0.26,0.19434343434343426,1.0101010101010095,0.1-0.3
abstract_algebra,google_gemma_7b_it,0.26,0.19434343434343437,1.0101010101010102,0.1-0.3
abstract_algebra,google_gemma_7b_it,0.25,0.1893939393939394,1.0101010101010102,0.1-0.3
abstract_algebra,google_gemma_7b_it,0.25,0.1893939393939394,1.0101010101010102,0.1-0.3
abstract_algebra,google_gemma_7b_it,0.28,0.20363636363636356,1.0101010101010097,0.1-0.3
abstract_algebra,google_gemma_7b_it,0.25,0.1893939393939394,1.0101010101010102,0.1-0.3
abstract_algebra,google_gemma_7b_it,0.25,0.1893939393939394,1.0101010101010102,0.1-0.3
abstract_algebra,google_gemma_7b_it,0.25,0.1893939393939394,1.0101010101010102,0.1-0.3
abstract_algebra,google_gemma_7b_it,0.28,0.20363636363636356,1.0101010101010097,0.1-0.3
abstract_algebra,google_gemma_7b_it,0.28,0.20363636363636356,1.0101010101010097,0.1-0.3
abstract_algebra,google_gemma_7b_it,0.27,0.19909090909090943,1.0101010101010117,0.1-0.3
abstract_algebra,google_gemma_7b_it,0.26,0.19434343434343437,1.0101010101010102,0.1-0.3
abstract_algebra,google_gemma_7b_it,0.27,0.19909090909090943,1.0101010101010117,0.1-0.3
abstract_algebra,google_gemma_7b_it,0.27,0.19909090909090943,1.0101010101010117,0.1-0.3
abstract_algebra,google_gemma_7b_it,0.29,0.2079797979797978,1.0101010101010093,0.1-0.3
abstract_algebra,google_gemma_7b_it,0.24,0.1842424242424246,1.010101010101012,0.1-0.3
abstract_algebra,google_gemma_7b_it,0.28,0.20363636363636356,1.0101010101010097,0.1-0.3
abstract_algebra,google_gemma_7b_it,0.28,0.20363636363636356,1.0101010101010097,0.1-0.3
abstract_algebra,google_gemma_7b_it,0.26,0.19434343434343426,1.0101010101010095,0.1-0.3
abstract_algebra,google_gemma_7b_it,0.3,0.21212121212121193,1.0101010101010093,0.1-0.3
abstract_algebra,google_gemma_7b_it,0.28,0.20363636363636362,1.01010101010101,0.1-0.3
abstract_algebra,google_gemma_7b_it,0.3,0.21212121212121193,1.0101010101010093,0.1-0.3
abstract_algebra,google_gemma_7b_it,0.25,0.1893939393939394,1.0101010101010102,0.1-0.3
abstract_algebra,google_gemma_7b_it,0.24,0.1842424242424246,1.010101010101012,0.1-0.3
abstract_algebra,google_gemma_7b_it,0.28,0.20363636363636356,1.0101010101010097,0.1-0.3
abstract_algebra,google_gemma_7b_it,0.21,0.16757575757575777,1.0101010101010113,0.1-0.3
abstract_algebra,google_gemma_7b_it,0.27,0.19909090909090937,1.0101010101010115,0.1-0.3
abstract_algebra,google_gemma_7b_it,0.28,0.20363636363636353,1.0101010101010095,0.1-0.3
abstract_algebra,google_gemma_7b_it,0.26,0.1943434343434343,1.0101010101010097,0.1-0.3
abstract_algebra,google_gemma_7b_it,0.26,0.19434343434343437,1.0101010101010102,0.1-0.3
abstract_algebra,google_gemma_7b_it,0.27,0.19909090909090935,1.0101010101010115,0.1-0.3
abstract_algebra,google_gemma_7b_it,0.25,0.1893939393939394,1.0101010101010102,0.1-0.3
